Sentence,Sentiment,Emotion,Hate-Speech,Sarcasm
"ఇండియాకి వచ్చి ఇద్దరు ఎన్నారైలు కష్టాలు పడుతోంటే ఒకరినే హీరోలా చూపించి, మరొకరిని సైడ్‌కి నెట్టేయడం దీంతో ఒరిజినల్‌లో దుల్కర్‌, గ్రెగరీ మధ్య వున్న కెమిస్ట్రీ మిస్‌ అయింది",neg,sad,no,no
చాలా సందర్భాల్లో ఆ పాత్ర చేసే కామెడీ ఒరిజినల్‌కి ప్లస్‌ అయింది,pos,happy,no,no
"కానీ చాలా తెలుగు రీమేక్‌ల మాదిరిగా సెకండ్‌ లీడ్‌ క్యారెక్టర్‌ ఇక్కడ సపోర్టింగ్‌ క్యారెక్టర్‌గా, కొన్ని సందర్భాలలో బ్యాక్‌గ్రౌండ్‌కే పరిమితమయింది",neg,sad,no,no
ఇక విలన్‌ పాత్ర ఒరిజినల్‌లోనే వీక్‌ ఎలిమెంట్‌ అంటే ఇక్కడ దానిని మరింత వీక్‌గా మార్చారు,neg,sad,no,no
సిరివెన్నెల రాజాతో విలన్‌ పాత్ర చేయించడం మంచి ఆలోచనే కానీ అతను ఆ పాత్రలో ఏ క్షణంలోను కన్విన్సింగ్‌గా అనిపించలేదు,neg,sad,no,no
"రాజకీయాలకి సంబంధించిన త్రెడ్‌ ఆదినుంచీ అసలు కథకి, తద్వారా వినోదానికీ అడ్డు తగులుతూనే వస్తుంది",neg,sad,no,no
"ఆ త్రెడ్‌ యాక్టివ్‌ అయిన సందర్భంలో కూడా సన్నివేశాలని ఆసక్తికరంగా రాసుకోకపోవడం వల్ల ద్వితియార్ధంలో వినోదం తగ్గిపోయి, ఏబిసిడికి మరో సేవింగ్‌ ఫ్యాక్టర్‌ లేకుండా పోయింది",neg,sad,no,no
ఇక్కడ లవ్‌స్టోరీకి కాస్త ఇంపార్టెన్స్‌ ఇచ్చినా కానీ అందులోను అలరించే గుణం లేకపోవడంతో మెల్ల మెల్ల మెల్లగా పాట మినహా ఆ త్రెడ్‌ నిస్సారంగా అనిపిస్తుంది,neg,sad,no,no
హీరో సోషల్‌ రెస్పాన్సిబులిటీ తీసుకునేందుకు కారణమయ్యే సన్నివేశాలు చాలా పేలవంగా అనిపిస్తాయి,neg,sad,no,no
దుఃఖిస్తోన్న కొన్ని వృద్ధ పాత్రలని అదే పనిగా చూపించడం వల్ల ఎమోషన్‌ పండదని రియలైజ్‌ అయి వుండాల్సింది,neg,sad,no,yes
"చాలా సందర్భాలలో బలహీనంగా అనిపించే కథ, కథనాలున్న ఏబిసిడిని అల్లు శిరీష్‌ ఎటువంటి ఎక్స్‌ట్రా ఎఫర్ట్స్‌తో సపోర్ట్‌ చేయలేకపోయాడు",neg,sad,no,no
"టైమింగ్‌ వున్న భరత్‌కి నవ్వించడానికి తగిన డైలాగులు, సన్నివేశాలు క్రియేట్‌ చేయలేదు",neg,sad,no,no
రుక్షర్‌ క్యారెక్టర్‌ స్టాక్‌ క్యారెక్టర్‌లా వుంటుందే తప్ప కథకి ఎక్కడా దోహదపడదు,neg,sad,no,no
తెర వెనుక నుంచి కూడా ఈ చిత్రానికి అదనపు అండదండలు లభించలేదు,neg,sad,no,no
సిడ్‌ శ్రీరామ్‌ పాట మినహా చెప్పుకోతగ్గ అడిషినల్‌ బెనిఫిట్స్‌ లేవు,neg,sad,no,no
నిర్మాణ పరంగా వున్న లిమిటేషన్స్‌తో కొన్ని కీ క్యారెక్టర్స్‌ని ఎవరెవరితోనో చేయించేయడం వల్ల చాలా సన్నివేశాలు తేలిపోయాయి,neg,sad,no,no
"ఒరిజినల్‌ని మార్చాలని, శిరీష్‌ని అల్టిమేట్‌గా హీరోలా చూపించాలని చేసిన ప్రయత్నం వల్ల ఏబిసిడి అనే ఇంట్రెస్టింగ్‌ స్టోరీ కన్‌ఫ్యూజన్‌లో పడి చాలా రొటీన్‌ సినిమాగా ఎండ్‌ అయింది",neg,sad,no,no
తమిళ హిట్‌ సతురంగ వేట్టయ్‌కి రీమేక్‌ అయిన బ్లఫ్‌ మాస్టర్‌తో క్యారెక్టర్‌ ఆర్టిస్ట్‌గా పేరు తెచ్చుకున్న సత్యదేవ్‌ హీరోగా మారాడు,pos,happy,no,no
ఆ ఎపిసోడ్స్‌ స్టయిల్‌ నెరేషన్‌ వల్ల కొత్త అనుభూతి కలుగుతుంది,pos,happy,no,no
ఇక కథ విషయానికి వస్తే ఉత్తమ్‌ సత్యదేవ్‌ తన తెలివితేటలతో జనాన్ని బురిడీ కొట్టిస్తూ బ్లఫ్‌ మాస్టర్‌గా జీవనం సాగిస్తుంటాడు,neutral,sad,no,no
అయితే ఆ జీవితం వద్దని మోసాలు మానేసి మంచిగా వుండాలని చూస్తే అతని గతం వెంటాడుతుంది,neg,sad,no,no
మళ్లీ ఒక మహా దగా చేయాల్సిన పరిస్థితి వస్తుంది,neg,sad,no,no
కానీ ఇందులో మోసాలన్నీ కన్వీనియంట్‌గా జరిగిపోతుంటాయి,neutral,sad,no,no
మోసం చేస్తోన్న వాడిలో తెలివి కంటే మోసానికి గురవుతోన్న వాడిలో అమాయకత్వమే హైలైట్‌ అవడం వల్ల సదరు సన్నివేశాల్లో చాలా వరకు తేలిపోయాయి,neg,sad,no,no
కనీసం కథనంలో అయినా ఆసక్తికరమైన ట్విస్టులున్నాయా అంటే అదీ లేదు,neg,sad,no,no
ఫ్లాట్‌ నెరేషన్‌తో మొదలైన కాసేపటికి బాగా విసిగించేలా తయారవుతుంది,neg,sad,no,no
కథలో కీలకమైన హీరోలోని పరివర్తనకి కారణమైన హీరోయిన్‌ ట్రాక్‌ మరీ డ్రమెటిక్‌గా వుంది,neg,sad,no,no
"అతనెందుకు మారిపోతాడో, ఆమె ఎందుకని అతడికి మనసిస్తుందో అనే వాటికి బలమైన కారణాలు కనిపించవు",neg,sad,no,no
కనీసం మోసాల పరంగా అయినా తమిళ చిత్రాన్ని వదిలేసి కాస్త ఒరిజినల్‌గా ఆలోచించాల్సింది,neg,sad,no,no
ఇందులో చూపించిన అవుట్‌ డేటెడ్‌ ట్రిక్స్‌ కంటే భలే మోసం చేసాడనిపించేలా సన్నివేశాలని రాసుకుని వుండాల్సింది,neg,sad,no,no
సత్యదేవ్‌ టాలెంటెడ్‌ యాక్టర్‌ అయినా కానీ ఈ పాత్రకి ఎందుకో అతను సూట్‌ అయినట్టు అనిపించలేదు,neg,sad,no,no
అతనికి వున్న రెగ్యులర్‌ ఇమేజ్‌ ఈ పాత్రకి నప్పలేదు,neg,sad,no,no
నందిత శ్వేత మామూలుగా మంచి నటి కానీ ఈ చిత్రంలో ఎందుకో అవసరానికి మించిన హావభావాలతో మెప్పించడానికి చాలా అతిగా ప్రయత్నించింది,neg,sad,no,no
"ఆదిత్య మీనన్‌, సిజ్జు, వంశీ తమ పాత్రలకి న్యాయం చేసారు",pos,happy,no,no
సంభాషణలు మాత్రం బాగున్నాయి,pos,happy,no,no
చాలా వరకు తమిళ డైలాగులని తర్జుమా చేసినప్పటికీ మంచి సంభాషణలు కుదిరాయి,pos,happy,no,no
దర్శకుడు ఒరిజినల్‌కి కట్టుబడి బేసిక్స్‌ పాటించాడు,pos,happy,no,no
ఈ తరహా కథల్ని ఇంప్రొవైజ్‌ చేసుకోవడానికి వున్న స్కోప్‌ని వాడుకుని వుంటే బ్లఫ్స్‌ ఆసక్తికరంగా వుండేవి,neg,sad,no,no
ప్రథమార్ధం సాఫీగా సాగిపోయినా కానీ ద్వితీయార్ధం మాత్రం బాగా విసిగిస్తుంది,neg,sad,no,no
కనీసం ఫైనల్‌ ఎపిసోడ్స్‌ అయినా థ్రిల్లింగ్‌గా వుంటే ఎంతో కొంత ఉపశమనం దక్కేది కానీ త్వరగా ముగించేస్తే బావుండనిపిస్తుందే తప్ప ఏ దశలోను ఆసక్తి రేకెత్తించలేకపోయింది,neg,sad,no,no
మార్కెటింగ్‌ బాగానే చేసారు కానీ బాక్సాఫీస్‌ని గెలవడానికి ఈ కంటెంట్‌ సరిపోదనిపించింది,neg,sad,no,no
బాటమ్‌ లైన్‌: బోరింగ్‌ బ్లఫ్స్‌!,neg,sad,no,yes
"కథల ఎంపికలోనే కాకుండా, పాత్రల పరంగా వైవిధ్యం చూపించడంలో రణ్‌వీర్‌సింగ్‌ ప్రతి సినిమాతోను సత్తా చాటుకుంటూ బాలీవుడ్‌కి నెక్స్‌ట్‌ సూపర్‌స్టార్‌గా అవతరిస్తున్నాడు",pos,happy,no,no
"బాజీరావు, అల్లావుద్దీన్‌ ఖిల్‌జీ, సింబా ఇలా ప్రతి సినిమాలోను సరికొత్తగా కనిపిస్తోన్న రణ్‌వీర్‌సింగ్‌",pos,happy,no,no
గల్లీబోయ్‌లో సగటు స్లమ్‌ కుర్రాడిగా అవలీలగా ఒదిగిపోయాడు,pos,happy,no,no
పాట బాగా పాపులర్‌ అవుతుంది,pos,happy,no,no
వీడియో చూసిన అతని తండ్రి ఆనందపడడు,neg,sad,no,no
చదువు మీద ధ్యాస లేకుండా పక్కదార్లు పడుతున్నాడని కొడతాడు,neg,sad,no,no
"ఒక మంచి బ్రేక్‌ కోసం చూస్తోన్న మురాద్‌, షేర్‌లకి సంయుక్తంగా ఒక మంచి వీడియో రికార్డ్‌ చేసే వీలు చిక్కుతుంది",pos,happy,no,no
ఎన్నారై స్కై (కల్కి - చాలా స్టాక్‌ క్యారెక్టర్‌ కల్కిలాంటి ఉత్తమ నటి కూడా ఆ పాత్రని మరో లెవల్‌కి తీసుకెళ్లలేపోయింది) సాయంతో ఈ వీడియో చేసి సక్సెస్‌ అవుతారు,pos,happy,no,no
కానీ మురాద్‌కి అడుగడుగునా పేదరికం అడ్డవుతుంది,neg,sad,no,no
జీరో నుంచి హీరో అయ్యే ప్రతి 'అండర్‌డాగ్‌' కథే ఇది,pos,happy,no,no
"కాకపోతే పాత్రలని సజీవంగా తీర్చిదిద్దడంలో, అందరు నటీనటుల నుంచి ఉత్తమ నటన రాబట్టుకోవడంతో పాటు, కథ నుంచి బయటకి వెళ్లకుండా వినోదాన్ని అందించి, ఎమోషన్స్‌ కూడా గొప్పగా పలికించి గల్లీబోయ్‌తో ట్రావెల్‌ అయ్యేట్టు చేస్తుంది",pos,happy,no,no
మురాద్‌ ఎమోషన్స్‌ అన్నీ చూసే ప్రేక్షకులు కూడా ఫీలయ్యేంతగా అతని స్టోరీతో కనక్ట్‌ చేసింది,pos,happy,no,no
స్కైతో సఫీనా కాన్‌ఫ్రంటేషన్‌ సీన్‌ హైలైట్స్‌లో ఒకటి,pos,happy,no,no
ఈ లవ్‌స్టోరీని కథలో భాగం చేసిన తీరు అద్భుతమనిపిస్తుంది,pos,happy,no,no
"మురాద్‌ ఇంట్లోని పరిస్థితులు ఇంట్లో వాళ్ల ఎమోషన్స్‌ పట్టని తండ్రి, భర్త తననెంతగా క్షోభ పెడుతున్నా ఏమీ అనలేని భార్య",neutral,sad,no,no
మురాద్‌ జీవితంలో కీలక పాత్ర పోషించే మరో వ్యక్తి మొయీన్‌ (విజయ్‌ వర్మ- అత్యంత సహజమైన నటనతో ఆకట్టుకున్నాడు) క్యారెక్టర్‌ ఆర్క్‌ కూడా చక్కగా అసలు కథలో ఇమిడిపోయింది,pos,happy,no,no
లెక్కలేనన్ని పాటలున్న ఈ చిత్రంలో ప్రతి పాటా ఉత్సాహాన్నిస్తుంది,pos,happy,no,no
అన్ని పాటలూ అలరించడమే కాకుండా మళ్లీ వినాలనిపిస్తాయి,pos,happy,no,no
"తెరపైన, తెరవెనుక ప్రతి ఒక్కరూ గల్లీబాయ్‌కి ప్రాణంపోసారు",pos,happy,no,no
"ఫ్రెంచ్‌, కొరియన్‌, స్పానిష్‌ చిత్రాలని మెచ్చుకునే ప్రేక్షకులు 'గల్లీబోయ్‌'ని కూడా విశేషంగా లైక్‌ చేస్తారు",pos,happy,no,no
"కొన్ని బలహీనతలు వున్నప్పటికీ దర్శకురాలు జోయా అఖ్తర్‌ అద్భుతమైన దర్శకత్వానికి తోడు తెరపై రణ్‌వీర్‌, ఆలియాతో సహా అందరూ కనబరిచిన అద్భుతమైన నటన, పసందైన సంగీతం, వాస్తవికతకి అద్దం పట్టే ప్రొడక్షన్‌ డిజైన్‌, ఛాయాగ్రహణం వెరసి గల్లీబోయ్‌ని ఇటీవల వచ్చిన ఉత్తమ భారతీయ చిత్రాల సరసన నిలబెడుతుంది",pos,happy,no,no
బాటమ్‌ లైన్‌: అదరగొట్టాడోయ్‌!,pos,happy,no,no
"కాకపోతే ఆ మిశ్రమాన్ని దేనికది వేరుపడి కనబడనివ్వకుండా, అంతా ఒకటే అన్నట్టు కలగలిసి పోయేలా తెర మీదకు తీసుకురావడంలో విఫలమయ్యారు",neg,sad,no,no
కమర్షియల్‌ అంశాల పేరిట జోడించిన యాక్షన్‌ దృశ్యాలు శృతిమించాయి,neg,sad,no,no
"కానీ వంశీ పైడిపల్లి అలాంటి ఒకటి, రెండు పవర్‌ఫుల్‌ సీన్ల కంటే అయిదారు మామూలు యాక్షన్‌ సీన్లు పెడితే బాగుంటుందన్నట్టుగా అవసరానికి మించిన యాక్షన్‌ పెట్టాడు",neg,sad,no,no
తద్వారా మహర్షి రన్‌ టైమ్‌ పెరగడంతో పాటు అవసరమైన ఎమోషన్స్‌కి తగినంత స్పేస్‌ దక్కలేదు,neg,sad,no,no
"క్యారెక్టరైజేషన్‌, మెసేజ్‌ వగైరా అన్నీ బాగానే అమరినా కానీ రిషి జర్నీలో భాగం కావడానికి కావాల్సిన కనక్షన్‌ని ఏర్పరచడంలో దర్శకులు సఫలీకృతం కాలేదు",neg,sad,no,no
స్టోరీలో కాన్‌ఫ్లిక్ట్‌ పాయింట్‌ రీచ్‌ అవడానికి సెకండ్‌ హాఫ్‌ వరకు వేచి చూసేలా చేయడం స్క్రీన్‌ప్లే పరంగా చాలా పెద్ద మిస్టేక్‌,neg,sad,no,no
కాన్‌ఫ్లిక్ట్‌ పాయింట్‌ని డిలే చేయడంతో పాటు ఆ కాన్‌ఫ్లిక్ట్‌తో హీరోకి డైరెక్ట్‌ రిలేషన్‌ లేకపోవడం మరో ప్రాబ్లమ్‌,neg,sad,no,no
తండ్రితో అతనికున్న స్ట్రెయిన్డ్‌ రిలేషన్‌ నుంచి కావాల్సినంత డ్రామా పండించుకునే వీలుంది కానీ ఆ పాత్రని కేవలం బ్యాక్‌గ్రౌండ్‌కే పరిమితం చేయడం వల్ల సదరు సన్నివేశాలకి ఇంపాక్ట్‌ లేకుండా పోయింది,neg,sad,no,no
కాలేజ్‌ ఎపిసోడ్స్‌ బిగినింగ్‌లో ఎంటర్‌టైనింగ్‌గానే అనిపించినా ముగింపు దశకి చేరుకునే సరికి అబ్‌రప్ట్‌గా అనిపిస్తాయి,neg,sad,no,no
"స్నేహితుల మధ్య దూరం పెరగడానికి, ప్రేమికులు ఇద్దరూ విడిపోవడానికి తగిన రీజనింగ్‌ లేకుండానే ఆ ఘట్టం ముగుస్తుంది",neg,sad,no,no
"ప్రధాన పాత్రలకి స్పేస్‌ ఇవ్వడం కంటే రైతు, పిల్లాడు, బస్టాండ్‌లో వృద్ధురాలు లాంటి పాత్రల మీద పే ఆఫ్స్‌ రాసుకోవడం వల్ల అసలు పాత్రలు డమ్మీలుగా మిగిలిపోయాయి",neg,sad,no,no
"హీరోయిన్‌ (పూజ హెగ్డే - అందంగా కనిపించడానికి తప్ప అభినయానికి ఆస్కారం దక్కలేదు), విలన్‌తో జగపతిబాబు - గెటప్‌, క్యారెక్టర్‌ అన్నీ బాగా తెల్లబడిపోయాయి",neg,sad,no,no
కథనం పరంగా దర్శకుడు ఒక గ్రాఫ్‌ని అసలు మెయింటైన్‌ చేయలేకపోయాడు,neg,sad,no,no
ఒక హై ఇచ్చే సీన్‌ వుంటే దానికి ఫాలో అప్‌గా నాలుగైదు మందకొడి సన్నివేశాలు వస్తూ వుండడంతో ఈ ప్రయాణం సుదీర్ఘంగా అనిపించకుండా చేయలేకపోయారు,neg,sad,no,no
దేవిశ్రీప్రసాద్‌ పాటలలో చివరి రెండు పాటలు హృద్యంగా అనిపిస్తాయి,pos,happy,no,no
"సంభాషణల్లో రిషి ఐడియాలజీ చెప్పే స్ఫూర్తిదాయకమైనవి, రైతుల గొప్పదనాన్ని తెలియజెప్పేవి మెప్పిస్తాయి",pos,happy,no,no
"ఇటు పల్లె అందాలని, అటు మ్యాన్‌హటన్‌ భవంతులని మోహనన్‌ కెమెరా మనోహరంగా బంధించింది",pos,happy,no,no
అల్లరి నరేష్‌ తన పాత్రలో ఒదిగిపోయాడు,pos,happy,no,no
మిగిలిన నటీనటులకి తగినంత స్పేస్‌ని దర్శకుడు కల్పించలేదు,neg,sad,no,no
"కొన్ని టచ్‌ చేసే సన్నివేశాలు, ఆలోచింపజేసే సందేశం, అన్నిటికీ మించి మహేష్‌ బాబు స్క్రీన్‌ ప్రెజెన్స్‌, పర్‌ఫార్మెన్స్‌ మహర్షికి సపోర్ట్‌గా నిలబడినా, ఒడిదుడుకులతో కూడిన కథనం, అనవసరపు నిడివితో సుదీర్ఘంగా సాగడం, కమర్షియల్‌ అంశాలనీ, సందేశాన్ని అనుసంధానం చేయలేకపోవడం, ఇంకా ముందు చెప్పుకున్న అనేక బలహీనతలు అడ్డు పడడంతో రిషి మహర్షిగా మారే వైనం పూర్తిగా ఆకట్టుకోలేకపోతుంది",neg,sad,no,no
మహర్షి సుదీర్ఘ ప్రయాణాన్ని విసుక్కోకుండా వీక్షించడానికి కాస్త ఎక్కువ సత్తువే అవసరమవుతుంది,neg,sad,no,no
"ఇప్పటి ప్రేక్షకులు కొత్తదనం కోరుకుంటున్నారు కనుక వారి అభిరుచికి తగ్గట్టు ఏవైనా స్పెషల్‌ ఎలిమెంట్స్‌ పెడదామని, తననుంచి వినోదం ఆశిస్తారు కనుక వారి కోసం కామెడీని కూడా జోడించేద్దామని చూడడంతో ఈ చిత్రం రెంటికీ చెడ్డ రేవడిగా మిగిలింది",neg,sad,no,no
"కానీ ఎదురుగా వున్న బలాన్ని వదిలేసి, లేని బలగం కోసం ట్రై చేసి ఇందులో తనే రాసుకున్న నిజాన్ని (మనకి ఆపద వచ్చినపుడు కాపాడేది మన చుట్టూ వున్న బలగం కాదు, మనలో వున్న బలం) శ్రీను వైట్ల విస్మరించాడు",neg,sad,no,no
"దాంతో ఎవర్‌ ఎనర్జిటిక్‌ రవితేజ కూడా ఏ ఎక్స్‌ప్రెషన్స్‌ ఇవ్వాలో తెలియని అయోమయంలో వుండిపోయి, అమర్‌ అక్బర్‌ ఆంటొని క్రియేటివ్‌ సుడిగుండంలో పడిపోయారు",neg,sad,no,no
ఇదివరకటి కమాండ్‌తో అతను తన సినిమాలని తీర్చిదిద్దడంలేదు,neg,sad,no,no
"అంతమంది తారాగణం, వెనుక బలమైన సాంకేతిక గణం, నిర్మాతలు మంచినీళ్లలా ఖర్చు చేసిన ధనం మొత్తం కలిసినా కూడా కాపాడలేని గందరగోళంగా తయారైంది",neg,sad,no,yes
"పుట్టేటపుడు పేదరికంలో పుట్టడం నీ తప్పు కాదు పోయేటపుడు పేదవాడిగా పోతే మాత్రం నీ తప్పే అనే కోట్‌ని ఒక తల్లికి అన్వయించి ఎలా బతుకుతావో తెలీదు కానీ చనిపోయేటపుడు మాత్రం రాజులా, శ్రీమంతుడిలా చనిపోవాలి అని ఓ పిల్లాడికి చెప్పించడంతో కెజయఫ్‌ మొదలవుతుంది",neutral,happy,no,no
"తల్లి మాటని అనుసరించి డబ్బు కోసం, పవర్‌ కోసం పసితనం నుంచి తపించిపోయే పిల్లాడు రామకృష్ణ పవన్‌ ముంబయిని గడగడలాడించే రాకీ (యష్‌) అనే బ్రాండ్‌గా ఎదుగుతాడు",pos,happy,no,no
"ఓకే రాకీ బలవంతుడు ఏదైనా చేయగలిగిన వాడు ఎంతటి సైన్యాన్ని అయినా ఒంటి చేత్తో మట్టుబెట్టగలడు' లాంటి పాయింట్స్‌ అన్నీ మొదటి సీన్లోనే రిజిష్టర్‌ అయిపోయినా కానీ అదే విషయాన్ని పదే పదే చెబుతూ, చూపిస్తూ అసలు కథలోకి మాత్రం ఎంతకీ వెళ్లడు",neg,sad,no,no
ఆ అవాస్తవిక ప్రెజెంటేషన్‌కి తోడు ఎంతకీ పాయింట్‌కి వెళ్లడు ఈ చిత్ర దర్శకుడు,neg,sad,no,no
"అన్ని సన్నివేశాలని వారు పడుతోన్న కష్టాల కోసం కేటాయించినా కానీ వారి కోసం కాసింత అయినా ఎమోషన్‌ కలగకపోవడం, వారి పట్ల సింపతీ ఏర్పడకపోవడం ఖచ్చితంగా దర్శకత్వ లోపమే",neg,sad,no,no
ప్రశాంత్‌ నీల్‌ డైరెక్షన్‌లో ఆ క్లుప్తత లోపించింది,neg,sad,no,no
ఆరంభంలో రాకీకి ఇచ్చిన ఎలివేషన్స్‌ మెప్పించినా పోను పోను మాస్‌ మసాలాలని ఇష్టపడే వారికి కూడా మొహం మొత్తే రేంజ్‌కి అవి వెళ్లిపోయి 'చాలు ఇక పాయింట్‌కి రా' అనిపిస్తాయి,neg,sad,no,yes
నటీనటవర్గంలో హీరో యష్‌కి మంచి మాస్‌ కటౌట్‌ వుంది,pos,happy,no,no
బాహుబలిలా చూపించిన అతడికి ఆ బలం వుందనే నమ్మకమైతే కలుగుతుంది,pos,happy,no,no
కథానాయిక అవసరమే లేని ఈ చిత్రంలోకి శ్రీనిధి షెట్టికి స్పేస్‌ క్రియేట్‌ చేయాల్సి వచ్చింది,neg,sad,no,no
సాంకేతికంగా మాత్రం ఈ చిత్రం ఉన్నత స్థాయిలో తెరకెక్కింది,pos,happy,no,no
"సెట్స్‌, ప్రొడక్షన్‌ డిజైన్‌, సినిమాటోగ్రఫీ, బ్యాక్‌గ్రౌండ్‌ స్కోర్‌ టాప్‌ క్లాస్‌ అనిపిస్తాయి",pos,happy,no,no
గతంలో అతను తీసిన 'కాంచన' చిత్రాల్లో నిఖార్సయిన హారర్‌ సీన్స్‌ వుండేవి,neutral,fear,no,no
"కాంచనలో శరత్‌కుమార్‌, కాంచన 2లో నిత్యామీనన్‌ ఫ్లాష్‌బ్యాక్‌కి చాలా పెద్ద ప్లస్‌ అయ్యారు",pos,happy,no,no
"ఈ కాంచన 3 మాత్రం పూర్తిగా లారెన్స్‌ సేవా కార్యక్రమాలు, సెల్ఫ్‌ ఎలివేషన్ల చుట్టూ పరిభ్రమిస్తుంది",pos,happy,no,yes
ఇక కాంచన సిరీస్‌ అంతగా క్లిక్‌ అవడానికి కారణమైన హారర్‌ + కామెడీ లేకపోలేదు,pos,happy,no,no
అయితే ఈసారి ఆ పార్ట్‌లో ఎలాంటి ఇన్నోవేషన్‌ లేదు,neg,sad,no,no
గతంలో క్లిక్‌ అయిన కామెడీ దృశ్యాలనే మరోసారి తెరకెక్కించాడు,neg,sad,no,no
నవ్వించడం కోసం నటీనటులని నానా యాతనా పెట్టాడు,neg,sad,no,no
"కోవై సరళ, దేవదర్శిని అయితే ఇంతకుముందు చేసిన దానికంటే ఎక్కువ చేయాలనే షరతుల కారణంగానో ఏమో భరించలేనంత ఓవరాక్షన్‌ చేసారు",neg,sad,no,yes
లారెన్స్‌ కోసం పడి చచ్చిపోయేందుకు ఈసారి ముగ్గురు హీరోయిన్లని పెట్టుకుని వారిని విలువ లేని వస్తువుల మాదిరిగా చిత్రీకరించారు,neg,sad,no,yes
సదరు అమ్మాయిల తల్లిదండ్రుల పాత్రలతో పాటు హీరో తల్లి పాత్ర కూడా వాళ్లు వున్నది ఒకే పర్పస్‌ మీద అన్నట్టు ఎంకరేజ్‌ చేస్తూ కంపరం కలిగిస్తారు,neg,sad,no,no
సోకాల్డ్‌ మాస్‌ కామెడీ ఒకటీ అరా సన్నివేశాల్లో బాగానే పండినా కానీ నవ్వించడానికి లారెన్స్‌ అండ్‌ కో ఎంత దిగజారడానికి అయినా తెగించేసారు,neg,sad,no,no
"తల్లి, వదిన పాత్రలతో సోకాల్‌ హీరో తాలూకు కొన్ని సంభాషణలు, సన్నివేశాలు కర్ణ కఠోరంగా, కంటికి అగ్ని పరీక్షలా మారాయి",neg,sad,no,no
"కాంచన సిరీస్‌లో ఇవన్నీ వుండి తీరాలి అన్నట్టుగా లారెన్స్‌ అడ్డు, అదుపు లేకుండా రెచ్చిపోయాడు",neg,sad,no,no
సన్నివేశ బలం లేనపుడు మాస్‌ని మెప్పించడానికి సన్నివేశాలని ఎంత లౌడ్‌గా తీస్తే అంత మంచిదని భావిస్తారో ఏమో ఇటీవల వచ్చిన 'వినయ విధేయ రామ' తరహాలో కొన్ని సీన్లు భరించలేనంత లౌడ్‌గా వున్నాయి,neg,sad,no,no
"ఉదాహరణకి దెయ్యాలని వదిలించే రష్యన్‌ మాంత్రికుల చేష్టలు, చర్యలు లో బడ్జెట్‌లో థర్డ్‌ గ్రేడ్‌ హారర్‌ సినిమాలని తలపిస్తాయి",neg,sad,no,no
"ఇంటర్వెల్‌ సీన్‌ ఒక్కటీ జెన్యూన్‌గా నవ్వించి, విజువల్‌గా, టెక్నికల్‌గా కూడా స్ట్రయికింగ్‌గా అనిపిస్తుంది",pos,happy,no,no
కాంచన ఆట మొదలు' అని పడిన ఇంటర్వెల్‌ కార్డు ద్వితియార్ధంపై ఆశలు రేకెత్తిస్తుంది కానీ అటు తర్వాత జరిగే ఆట పెద్దగా ఎక్సయిట్‌ చేయదు,neg,sad,no,no
"కోవై సరళ, దేవదర్శినితో పాటు హీరోయిన్లందరినీ వంగోపెట్టి వెనుక బెల్టుతో కొట్టే సన్నివేశం సుదీర్ఘంగా సాగుతూ భావదారిద్య్రానికి ప్రతీకగా నిలుస్తుంది",neg,sad,no,no
చెక్‌ తీసుకున్నాం కనుక వాళ్లు చేయమన్నట్టల్లా చేసేసి పోవడమే అన్నట్టు అందరూ అభినయం తలవంచుకునే రీతిన పేట్రేగిపోయారు,neg,sad,no,no
ఈ సిరీస్‌ పేరు తగిలిస్తే జనం బారులు తీరిపోతారనేది అతనికి తెలుసు,pos,happy,no,no
ఇలాంటి నాసి రకం సినిమా ఈసారికి చెల్లిపోవచ్చు కానీ ఇకపై ఈ సిరీస్‌ని కొనసాగించే ఉద్దేశం వుంటే తదుపరి తీసే కాంచనని ఇలాంటి జుగుప్సాకర హాస్యంతో నింపితే త్వరలోనే ఈ ఫ్రాంచైజీ పతనావస్థకి చేరిపోవచ్చు,neg,sad,no,no
"ముఖ్యంగా యాక్షన్‌ సీన్స్‌లో మంచు విష్ణు పర్ఫామెన్స్‌ ఆకట్టుకుంటుంది.
",pos,happy,no,no
"గతంలో మంచు విష్ణుకు ఘనవిజయాన్ని అందించిన దేనికైనా రెడీ తరహాలోనే కామెడీ ఎంటర్‌టైనర్‌తో ప్రేక్షకుల ముందుకు వచ్చాడు.
",pos,happy,no,no
"కామెడీ ఎంటర్‌టైనర్‌గా ప్రమోట్‌ చేసినా.
",pos,happy,no,no
"సినిమాలో ఆ స్థాయి కామెడీ ఎక్కడా కనిపించకపోవటం నిరాశపరుస్తుంది.
",neg,sad,no,no
"అమెరికా లోకేషన్లతో పాటు పాటలు విజువల్‌గా బాగున్నాయి.
",pos,happy,no,no
"క్షణం సినిమాతో నటుడిగానే కాక రచయితగా కూడా సూపర్ హిట్ అందుకున్న అడివి శేష్ మరోసారి తన కథా కథనాలతో ప్రేక్షకుల ముందుకు వచ్చాడు.
",pos,happy,no,no
"భారతదేశ రక్షణ కోసం ప్రభుత్వం ఏర్పాటు చేసిన త్రినేత్ర సంస్థ కోసం పాల్గొన్న ఒక ఆపరేషన్ లో గోపి(అడవి శేష్) తండ్రి రఘువీర్ చనిపోతాడు.
",neg,sad,no,no
