Sentence,Sentiment,Emotion,Hate-Speech,Sarcasm
"త్రివిక్రమ్, ఎన్టీఆర్‌ కాంబినేషన్‌లో సినిమా వస్తుందంటేనే భారీ అంచనాలు ఏర్పడ్డాయి.
",pos,no,no,no
"అయితే రొటీన్‌ కథ కావటంతో కొంత నిరాశ కలిగిస్తుంది.
",neg,sad,no,no
"త్రివిక్రమ్‌ గత చిత్రాలతో పోలిస్తే ఎంటర్‌టైన్మెంట్‌ కూడా తక్కువే.
",neg,no,no,no
"తరువాత ఆ వేగం కనిపించలేదు.
",neg,no,no,no
"ముఖ్యంగా లవ్‌ స్టోరి సాగదీసినట్టుగా అనిపిస్తుంది.
",neg,no,no,no
"అయితే త్రివిక్రమ్‌ మార్క్‌ డైలాగ్స్‌, టేకింగ్ అలరిస్తాయి.
",pos,no,no,no
"ద్వితీయార్థం ఎమోషనల్‌ సీన్స్‌తో భారంగా సాగుతుంది.
",neg,no,no,no
"ప్రీ క్లైమాక్స్‌ నుంచి తిరిగి వేగం అందుకుంటుంది.
",pos,no,no,no
"తమన్‌ సంగీతం సినిమాకు మరో ప్లస్‌ పాయింట్‌.
",pos,no,no,no
"పాటలతో రిలీజ్‌కు ముందే ఆకట్టుకున్న తమన్‌.
",pos,no,no,no
"నేపథ్య సంగీతంతో సినిమా రేంజ్‌నే మార్చేశాడు.
",pos,no,no,no
"యాక్షన్‌, ఎమోషనల్‌ సీన్స్‌ లో తమన్‌ బ్యాక్‌గ్రౌండ్‌ స్కోర్‌ సూపర్బ్‌.
",pos,no,no,no
"రాయలసీమ వాతావరణాన్ని కళ్లకు కట్టినట్టుగా తెర మీద ఆవిష్కరించాడు విందా.
",pos,no,no,no
"మామూలుగా రజనీ సినిమా వస్తోందంటేనే అభిమానుల సంబరాలకు హద్దులుండవు.
",pos,no,no,no
"ఇక శంకర్‌ కాంబినేషన్‌లో తలైవా వస్తున్నాడంటే బాక్సాఫీస్ కూడా హడలెత్తిపోతుంది.
",pos,no,no,no
"గతంలో వీరి కాంబినేషన్‌లో వచ్చిన శివాజీ, రోబో కలెక్షన్ల వర్షం కురిపించాయి.
",pos,no,no,no
"హఠాత్తుగా నగరంలోని సెల్‌ఫోన్లు మాయమవుతుంటాయి.
",neg,no,no,no
"అయితే ఈ సమస్య ఎందుకు ఎదురైంది? ఎలా పరిష్కరించాలో ఎవరికీ అంతుపట్టదు.
",neg,no,no,no
"ఈ పరిణామాలకు కారణాలేంటో శాస్త్రవేత్తలు కూడా కనిపెట్టలేకపోతారు.
",neg,no,no,no
"అలా మాయమైపోయిన సెల్‌ఫోన్స్‌ అన్ని కలిసి ఓ సెల్‌ ఫోన్‌ వ్యాపారిని, ఓ మొబైల్‌ నెట్‌వర్క్‌ ఓనర్‌ని దారుణంగా హత్య చేస్తాయి.
",neg,sad,no,no
"కానీ ఆ ప్రయత్నం కూడా ఫలించదు.
",neg,sad,no,no
"మళ్లీ దానికి ప్రాణం పోస్తాడు.
",pos,no,no,no
"ఈ ప్రయత్నంలో వసీకరణ్‌ విజయం సాధించాడా.
",pos,no,no,no
ఓ రోబో పాత్రల్లో రజనీ నటన ఆకట్టుకుంటుంది.,pos,no,no,no
మూడు పాత్రల్లో భిన్నంగా రజనీ చేసిన అద్భుతం అభిమానులకు కన్నులపండువగా ఉంటుంది.,pos,happy,no,no
ఓగా రజనీ మేనరిజమ్స్‌కు థియేటర్‌లో విజిల్స్‌ పడతాయి.,pos,no,no,no
యాక్షన్స్‌ సీన్స్‌లోనూ రజనీ సూపర్బ్ అనిపించారు.,pos,no,no,no
పక్షిరాజాలా అక్షయ్‌ నటన అందరినీ ఆశ్చర్యపరుస్తుంది.,pos,no,no,no
ఓ సాధారణ ప్రోఫెసర్‌ సమాజాన్ని పక్షి జాతిని కాపాడేందుకు పడే వేదనను ఆయన అద్భుతంగా పలికించారు.,pos,happy,no,no
భారీ ప్రోస్తటిక్‌ మేకప్‌లోనూ అద్భుతమైన నటనతో ఆకట్టకున్నారు.,pos,happy,no,no
"అంత భారీ సూట్‌, మేకప్‌ తో నటించిన అక్షయ్‌ కష్టం సినిమాకు చాలా పస్ల్‌ అయ్యింది.",pos,no,no,no
అక్షయ్‌ నటనలోని మరోకోణాన్ని శంకర్‌ అద్భుతంగా ఆవిష్కరించాడు.,pos,no,no,no
రోబో వెన్నెలగా అమీ జాక్సన్‌ తన పరిధి మేరకు ఆకట్టుకునే ప్రయత్నం చేసింది.,pos,no,no,no
యాక్షన్‌ సీన్స్‌లోనూ అలరిం‍చింది.,pos,no,no,no
"ఇతర పాత్రల్లో సుధాన్షు పాండే, ఆదిల్‌ హుస్సేన్‌, కళాభవన్‌ షాజోన్‌లు తమ పాత్రల్లో ఒదిగిపోయారు.",pos,no,no,no
అయితే ఈ సినిమాకు కూడా సామాజిక కోణంలోంచే కథను ఎంచుకుని దానికి అధునాతన సాంకేతికతను జోడించిన తీరు బాగుంది.,pos,no,no,no
సినిమాలో ఎక్కువగా సైన్స్‌ అండ్‌ టెక్నాలజీకి సంబంధించిన పదాలు వాడటంతో అవి సామాన్య ప్రేక్షకులకు అర్థం కావటం కాస్త కష్టమే.,neg,sad,no,no
"ఆ నలుగురు, అందరి బంధువయా లాంటి హార్ట్‌ టచింగ్‌ సినిమాలను తెరకెక్కించిన చంద్ర సిద్ధార్థ దర్శకత్వంలో కన్నడలో ఘనవిజయం సాదించిన రామ రామరే సినిమాకు రీమేక్‌ తెరకెక్కిన తాజా చిత్రం ఆటగదరా శివ.",pos,happy,no,no
"ఈ సినిమాలో కన్నడ నటుడు దొడ్డన్న, ఉదయ్‌ శంకర్‌, జబర్దస్త్‌ ఫేం హైపర్‌ ఆదిలు కీలక పాత్రల్లో నటించారు.",pos,no,no,no
ఛలో సినిమాతో సక్సెస్‌ అందుకున్న యువహీరో నాగశౌర్య ఈ సారి కుటుంబ నేపథ్యంలో ఒక మంచి ఫ్యామిలీ ఎంటర్టెనర్ ‘అమ్మమ్మగారిల్లు’తో ప్రేక్షకుల ముందుకు వచ్చాడు.,pos,no,no,no
2009లో వచ్చిన ‘ఓయ్’ తర్వాత చాలా గ్యాప్ తీసుకున్న హీరోయిన్ షామిలీ ఈ సినిమా ద్వారా తెలుగులో హీరోయిన్‌గారీ ఎంట్రీ ఇచ్చింది.,pos,no,no,no
"రంగారావు (చలపతి), సీతా మహాలక్ష్మి (సుమిత్ర) గారిది పిఠాపురంలో ఓ పెద్ద కుటుంబం.",pos,no,no,no
పెద్ద కొడుకు (రావు రమేశ్‌) తండ్రిని ఆస్తి పంచమని అడుగుతూ ఉంటాడు.,pos,no,no,no
"ఆస్తి కంటే అనుబంధాలు గొప్పవి, ఆస్తిని విడగొడితే అందరూ దూరమవుతారని కొడుక్కు నచ్చజెపుతాడు తండ్రి.",pos,no,no,no
కానీ బాబురావు(రావు రమేశ్‌) వినడు.,neg,no,no,no
అలా ఓసారి జరిగిన గొడవలో ఆ ఇంటి పెద్దల్లుడు (సుమన్‌)ను చేయిజేసుకుంటాడు బాబురావు.,neg,no,no,no
ఆ అవమానంతో సుమన్‌ తన మామగారి కుటుంబానికి దూరంగా ఉంటారు.,neg,no,no,no
"అల్లుడు గారికి జరిగిన అవమానం, కొడుకు ఆస్తి కోసం చేసే అల్లరితో చలపతి చనిపోతాడు.",neg,sad,no,no
చిన్నప్పటి నుంచి సుమన్‌ కొడుకు సంతోష్‌ (నాగశౌర్య)కు మాత్రం అమ్మమ్మ అంటే చాలా ఇష్టం.,pos,no,no,no
అయితే ఈ గొడవలన్నింటికి కారణమైన ఆస్తిని ఎవరు పంచారు? ఎప్పుడు పంచారు? తిరిగి వీరంతా ఎలా కలుసుకుంటారు? వీటన్నింటికి హీరో చేసిన పనులేంటి అనేదే కథ.,pos,no,no,no
ఎప్పటిలాగే నాగశౌర్య అందంగా కనిపించాడు.,pos,no,no,no
నిజంగా ఇంట్లో మనవడిలా అనిపిస్తాడు.,pos,no,no,no
"అమ్మమ్మ బాధల్ని తీర్చే మంచి మనవడిగా, కుటుంబాన్ని కలిపే పెద్దమనిషిగా నటిస్తూ మెప్పించాడు.",pos,no,no,no
షామిలీ ఓయ్‌ సినిమాతో హీరోయిన్‌గా ఎంట్రీ ఇచ్చినా… మళ్లీ ఇన్నేళ్ల తరువాత ఈ సినిమాతో రీ ఎంట్రీ ఇచ్చారు.,pos,no,no,no
తన పాత్ర మేరకు ఉన్నంతలో అందంగానూ కనిపించారు.,pos,no,no,no
ప్రేక్షకులకు నచ్చేలాను నటించారు.,pos,no,no,no
రావు రమేశ్‌ నటనకు పేరు పెట్టలేం.,pos,no,no,no
మళ్లీ తన విశ్వరూపాన్ని చూపించారు.,pos,no,no,no
నాగశౌర్య తరువాత ఈ సినిమాలో ప్రధానంగా చెప్పుకోవాల్సింది రావు రమేశ్‌ పాత్ర గురించే.,pos,no,no,no
ఇలాంటి పాత్రల్లో నటించడం ఆయనకు కొత్తేంకాదు.,pos,no,no,no
అమ్మమ్మగా చేసిన సుమిత్ర కంటతడి పెట్టించారు.,neg,sad,no,no
"మిగతా పాత్రల్లో శివాజీ రాజా, హేమ, షకలక శంకర్‌, సుధా, సుమన్‌ అందరూ తమ పరిధి మేరకు నటించారు.",pos,no,no,no
అమ్మమ్మ గారిల్లు అని టైటిల్‌ చూసిన ప్రతి ఒక్కరికి కథేంటో అర్థమైపోతుంది.,pos,no,no,no
కొన్ని పదునైన మాటలతో మనసును తాకేలా చేశారు డైరెక్టర్‌ సుందర్‌ సూర్య.,pos,no,no,no
తులం బంగారం కాదు గుణం బంగారం కావాలి లాంటి మంచి మాటలు సినిమాలో బాగానే ఉన్నాయి.,pos,no,no,no
బరువైన బంధాలను అంతే బరువైన సంభాషణలతో నడిపించాడు.,pos,no,no,no
ఆ ఎపిసోడ్‌ సినిమాకు కలిసొచ్చే అంశమే.,pos,no,no,no
ఈ విషయాల్లో డైరక్టర్‌ సక్సెస్‌ సాధించారు.,pos,no,no,no
రసూల్‌ అందించిన సినిమాటోగ్రఫీలో హీరో హీరోయిన్లు అందంగా కనిపించారు.,pos,no,no,no
చూడాల్సిన సినిమా.,pos,no,no,no
తెలుగు తెర మీద అరుదుగా కనిపించే క్రైం ఇన్వెస్టిగేషన్‌ థ్రిల్లర్‌ జానర్‌లో తెరకెక్కిన ఈ సినిమాతో విజయ్‌ ఎలకంటి దర్శకుడిగా పరిచయం అయ్యాడు.,pos,no,no,no
"టీజర్‌, ట్రైలర్‌లతోనే ఇంట్రస్ట్ క్రియేట్‌ చేసిన W/O రామ్‌ ప్రేక్షకులను ఏమేరకు ఆకట్టుకుంది.",pos,no,no,no
? నటిగా మంచు లక్ష్మీ మరోసారి ఆకట్టుకున్నారా.,pos,happy,no,no
పాతికేళ్ల క్రితం ఈవీవీ సత్యనారాయణ తీసిన ఎవర్ గ్రీన్ కామెడీ హిట్ టైటిల్ ని పెట్టుకుని ఓ మోస్తరు అంచనాలతో విడుదలైన జంబలకిడిపంబ ఈ రోజు ప్రేక్షకుల తీర్పు కోసం వచ్చేసింది.,pos,no,no,no
"వరుణ్‌ (శ్రీనివాస్‌ రెడ్డి), పల్లవి (సిద్ధి ఇద్నాని) ప్రేమించి పెళ్లి చేసుకున్న జంట.",pos,no,no,no
పెళ్లి తరువాత మనస్పర్థల కారణంగా ఇద్దరి మధ్య దూరం పెరుగుతుంది.,neg,no,no,no
99 జంటలకు విడాకులు ఇప్పించిన ఫేమస్‌ లాయర్‌ హరిశ్చంద్ర ప్రసాద్‌ (పోసాని కృష్ణమురళీ) వీరికి విడాకులు ఇప్పించి వంద మందికి విడాకులు ఇప్పించిన లాయర్‌ గా గిన్నిస్‌ రికార్డ్ సాధించాలనుకుంటాడు.,pos,no,no,no
"కానీ వరుణ్‌, పల్లవికి విడాకులు రాకముందే హరిశ్చంద్ర ప్రసాద్‌ ఓ యాక్సిడెంట్‌లో భార్యతో సహా చనిపోతాడు.",neg,sad,no,no
చేసిన పాపల కారణంగా ఆత్మగా మారిన హరిశ్చంద్ర ప్రసాద్ భార్యకు దూరమవుతాడు.,neg,sad,no,no
కమెడియన్‌గా మంచి ఇమేజ్‌ ఉన్న శ్రీనివాస్‌ రెడ్డి హీరోగానూ తన ఇమేజ్‌కు తగ్గ కథలను మాత్రమే ఎంచుకుంటూ వస్తున్నాడు.,pos,no,no,no
జంబ లకిడి పంబ సినిమాలోనూ అదే ఫార్ములాను కంటిన్యూ చేశాడు.,pos,no,no,no
కొన్ని సీన్స్‌ లో లవర్ భాయ్‌లా కనిపించే ప్రయత్నం చేసినా పెద్దగా వర్క్‌ అవుట్ కాలేదు.,neg,no,no,no
కామెడీ పరంగా మాత్రం తనదైన స్టైల్‌లో ఆకట్టుకున్నాడు.,pos,happy,no,no
హీరోయిన్‌గా పరిచయం అయిన సిద్ధి ఇద్నాని మంచి నటన కనబరించారు.,pos,no,no,no
ముఖ్యంగా వరుణ్ ఆత్మ తనలోకి వచ్చిన తరువాత వచ్చే సీన్స్‌ లో చాలా ఈజ్‌తో నటించి ఆకట్టుకున్నారు.,pos,happy,no,no
సినిమాలో మరో కీలక పాత్రలో పోసాని కృష్ణమురళి.,pos,no,no,no
తనకు అలవాటైన పాత్రలో పోసాని మరోసారి మంచి నటన కనబరిచారు.,pos,no,no,no
ఇతర నటీనటులకు పెద్దగా చెప్పుకోదగ్గ పాత్రలు దక్కలేదు.,neg,no,no,no
జంబ లకిడి పంబ లాంటి ఈవీవీ గారి క్లాసిక్ కి దరిదాపులోకి కూడా వెళ్లలేకపోయింది ఈ సినిమా.,neg,no,no,no
ఆడ మగ తారుమారు కావడం అనే పాయింట్ మీద బోలెడు కామెడీకి అవకాశం ఉన్నా దర్శకుడు దాన్ని అర్థం లేని కథనంతో పూర్తిగా వృధా చేసుకున్నాడు.,neg,no,no,no
ముఖ్యంగా ఫస్ట్‌ హాఫ్‌లో హీరో హీరోయిన్ల మధ్య జరిగే గొడవలు ఏ మాత్రం ఆసక్తికరంగా లేకుండా టీవీ సీరియల్‌ సాగటం ప్రేక్షకులను విసిగిస్తుంది.,neg,no,no,no
"కామెడీ సినిమా అనుకొని థియేటర్లకు వచ్చిన ప్రేక్షకులకు హర్రర్‌ కామెడీ, ఎమోషనల్‌ డ్రామాలను చూపించటం కూడా కాస్త ఇబ్బంది పెడుతుంది.",neg,no,no,no
హీరో హీరోయిన్ల శరీరాలు మారిన తరువాత కూడా కథనం ఆసక్తికరంగా సాగలేదు.,neg,no,no,no
"దర్శకుడు ఎక్కువగా ఎమోషనల్ డ్రామాగా మీద దృష్టి పెట్టడం, కామెడీ ఆశించే ప్రేక్షకులకు నిరాశకలిగిస్తుంది.",neg,sad,no,no
జంబ లకిడి పంబ లాంటి టైటిల్‌ ను ఎంచుకున్న దర్శకుడు ఆ స్థాయిలో నవ్వు తెప్పించే సన్నివేశాలు రాసుకోవటంలో విఫలమయ్యారు.,neg,sad,no,no
గోపి సుందర్ సంగీతం పరవాలేదనిపిస్తుంది.,pos,no,no,no
సినిమాటోగ్రఫి బాగుంది.,pos,no,no,no
ఎడిటింగ్‌ విషయంలో ఇంకాస్త దృష్టి పెట్టాల్సింది.,neg,no,no,no
నిర్మాణ విలువలు బాగున్నాయి.,pos,no,no,no
సాయిధరమ్‌ తేజ్‌ కథానాయకుడిగా నటించిన చిత్రం ‘చిత్రలహరి’.,pos,no,no,no
ఈ సినిమా టీజర్‌ను చిత్రబ_x005F_x007f_ందం విడుదల చేసింది.,pos,no,no,no
"‘మగాళ్లంతా సేమ్‌, మనల్ని రీచ్‌ అయ్యేంతవరకు ఒకలా ఉంటారు రీచయ్యాక, అంతా ఒకేలా ఉంటారు’ అని నివేదా సీరియస్‌గా చెబుతున్న డైలాగ్‌ ఆకట్టుకుంటోంది.",pos,happy,no,no
"ప్రముఖ కమెడియన్‌, హీరో సునీల్‌ ఇందులో కీలక పాత్ర పోషించారు.",pos,no,no,no
సినిమాలో ఒక్కో పాత్రవి ఒక్కోరకమైన కష్టాలు.,neg,no,no,no
అసలు వారి కష్టాలేంటో తెలియాలంటే ఏప్రిల్‌ 12వరకు వేచిచూడాల్సిందే.,neg,no,no,no
"మరి సమ్మర్‌ సినిమాల వరకు చూసుకుంటే, ఈ సారి ప్రతీ నెలా ఒక బ్లాక్‌ బస్టర్‌ దక్కింది.",pos,happy,no,no
ఏప్రిల్‌ అంతా ఎఫెక్ట్‌ చూపించి రికార్డులు ఖాతాలో వేసుకుంది.,pos,no,no,no
105 కోట్లకు పైగా వసూళ్లను సాధించగలిగింది.,pos,no,no,no
ఇక మే నెల మాత్రం పూర్తిగా మహానటికి రాసిచ్చేసినట్లుగా అయిపోయింది.,pos,no,no,no
ప్రారంభంలో వచ్చిన అల్లు అర్జున్‌ మూవీ నా పేరు సూర్య ఏ మాత్రం ఎఫెక్ట్‌ చూపించలేకపోగా.,neg,no,no,no
కానీ అద్భుతమైన మౌత్‌ టాక్‌ కారణంగా రెండో రోజుకే పుంజుకున్న ఈ మూవీ.,pos,no,no,no
అద్భుతమైన వసూళ్లను కొనసాగించింది.,pos,no,no,no
"విజరు ఆంటోనీ డబ్బింగ్‌ సినిమా కాశి, రవితేజ నేల టిక్కెట్‌, నాగశౌర్య అమ్మగారిల్లు చిత్రాలు దారుణమైన ఫలితాన్ని అందుకున్నాయి.",neg,no,no,no
దీంతో జనాలకు మహానటి ఒక్కటే ఆప్షన్‌గా నిలిచింది.,pos,no,no,no
దీంతో సమ్మర్‌ సీజన్‌లో అత్యంత కీలకమైన మే నెలను క్యాష్‌ చేసుకునే అవకాశం కీర్తి సురేష్‌ మహానటికే దక్కింది.,pos,no,no,no
"నాలుగేళ్ళ గ్యాప్‌ తీసుకున్న నజ్రియా, తెలుగులో డైరెక్ట్‌ సినిమాలు ఏమి చేయకపోయినా డబ్బింగ్‌ సినిమాలలో తన నటనతో మనల్ని తన వైపు తిప్పుకున్న అందాల భామ నజ్రియా నజిమ్‌.",pos,no,no,no
రాజా రాణి సినిమాలో ఆర్యను బ్రదర్‌ అని కవ్విస్తూనే ప్రేక్షకులను తన బుట్టలో వేసుకుంది.,pos,no,no,no
నాలుగేళ్లు ఇండిస్టీకి దూరంగా ఉన్న ఈమె మళ్ళీ మాయ చేసేందుకు రాబోతోంది.,pos,no,no,no
2014లో తిరుమనం ఇనుమ్‌ నిక్క అనే తమిళ్‌ సినిమా తరువాత ఈమె ఎప్పుడు తెరపైన కనిపించలేదు.,neg,sad,no,no
ఈ ప్రోమో చూస్తూనే ఈ సినిమా అంజలి మార్క్‌ రొమాన్స్‌ ఉంటుందని అర్థమైపోతోంది.,pos,no,no,no
ఇదొక రొమాంటిక్‌ ఫీల్‌ గుడ్‌ ఎంటరెటైనర్‌లా తెరకెక్కనుంది.,pos,happy,no,no
ఇప్పుడు ఈ ప్రోమో వీడియోతో మరింత హైప్‌ను పెంచేశారు.,pos,no,no,no
ప్రేక్షకుల నుండి చాలా మంచి పాజిటివ్‌ రెస్పాన్స్‌ వస్తోంది.,pos,happy,no,no
అందాల తార శ్రీదేవి ఇప్పుడు ఈ లోకంలో లేదు.,neg,sad,no,no
కొన్ని వారాల క్రితం హఠాత్తుగా ఆమె కాలం చేసింది.,neg,no,no,no
ఇప్పుడు అందరూ ఆమె కూతురు తెరంగేట్రం గురించి ఆసక్తిగా ఎదురు చూస్తున్నారు.,pos,no,no,no
జాన్వి ఫిలిం ఎంట్రీపై ముందు నుంచే ఆసక్తి ఉన్నా.,pos,no,no,no
శ్రీదేవి మరణం తర్వాత ఇది రెట్టింపైన మాట వాస్తవం.,neg,sad,no,no
అయితే ఈ సినిమా ఇంకా సెట్స్‌ పై ఉండగానే కూతురి తొలి సినిమా రిలీజ్‌ కాకుండానే శ్రీదేవి మరణించింది.,neg,sad,no,no
తొలి 25 నిమిషాల ఫుటేజ్‌ను శ్రీదేవి చూసిందని చెబుతోంది జాన్వి.,pos,no,no,no
జూలై 20న ధడక్‌ మూవీ గ్రాండ్‌గా రిలీజ్‌ కానుండగా.,pos,no,no,no
శ్రీదేవి అభిమానులు అంతా ఈ చిత్రం కోసం.,pos,no,no,no
ఇందులో జాన్వి కపూర్‌ను చూడడం కోసం ఆత్రంగా ఎదురుచూస్తున్నారు.,pos,happy,no,no
ఈ సినిమాలో ఆమె సమరయోధురాలి పాత్రలో కనిపించనున్నారు.,pos,no,no,no
ఇటీవల విడుదల చేసిన ఈ సినిమా ఫస్ట్‌లుక్‌పై వివాదం మొదలైంది.,neg,sad,no,no
శృంగార తారగా గుర్తింపు పొందిన సన్నీ ఇలాంటి పాత్రలో నటించడాన్ని కర్ణాటక రక్షణ వేదిక కార్యకర్తలు వ్యతిరేకిస్తూ ఆందోళనలు చేశారు.,neg,sad,no,no
రాజమౌళి కొడుకుతో జగపతిబాబు అన్న కుమార్తె పెళ్లి…..,pos,happy,no,no
టాలీవుడ్‌ దర్శకుడు రాజమౌళి ఇంట పెళ్లి సందడి మొదలైంది.,pos,happy,no,no
రాజమౌళి కొడుకు కార్తికేయతో జగపతిబాబు అన్నయ్య కూతురు పూజా ప్రసాద్‌ వివాహం డిసెంబర్‌ 30న జైపూర్‌లో జరగనుంది.,pos,no,no,no
విక్రమ్‌ కథానాయకుడిగా హరి దర్శకత్వంలో తెరకెక్కుతున్న తమిళ చిత్రం ‘సామి స్క్వేర్‌’.,pos,no,no,no
విక్రమ్‌-హరి కాంబినేషన్లో గతంలో వచ్చిన తమిళ ‘సామి’ బాక్సాఫీస్‌ వద్ద భారీ విజయాన్ని అందుకుంది.,pos,happy,no,no
ఈ నేపథ్యంలో మరోసారి వీరి కాంబినేషన్‌లో వస్తున్న చిత్రం కావడంతో భారీ అంచనాలు నెలకొన్నాయి.,pos,no,no,no
"ఈ సందర్భంగా నిర్మాతలు బెల్లం రామక_x005F_x007f_ష్ణారెడ్డి, కావ్య వేణుగోపాల్‌ మాట్లాడుతూ… ”ఈ చిత్రాన్ని తెలుగు ప్రేక్షకులకు అందిస్తున్నందుకు ఎంతో ఆనందంగా ఉంది.",pos,happy,no,no
ట్రైలర్‌తోనే హరి దుమ్ము దులిపేశారు.,pos,happy,no,no
విక్రమ్‌ నట విశ్వరూపం ఇందులో చూస్తారు.,pos,happy,no,no
దేవి శ్రీ ప్రసాద్‌ సంగీతం ఈ సినిమాకి ప్రధాన బలం.,pos,no,no,no
క్లాష్‌ అయిన చైతూ డేట్స్‌.,neg,sad,no,no
దీంతో అది కాస్త శైలజా రెడ్డి అల్లుడు షఉటింగ్‌పై ఎఫెక్ట్‌ పడింది.,neg,no,no,no
తొందరగా ఫినిష్‌ చేయాలనే ఆలోచన వల్ల మారుతి ప్లాన్‌ మొత్తం రివర్స్‌ అయినట్లు టాక్‌.,neg,no,no,no
భయపెడుతున్న మెగా ఫ్యామిలీ.,neg,fear,no,no
గత ఏడాది వరుణ్‌ తేజ్‌ దెయ్యం గెటప్‌లోకి మారి సందడి చేశాడు.,pos,happy,no,no
ఈ సారి మెగా ఫ్యామిలీ మొత్తం హాలో వీన్‌ని సరదాగా సెలబ్రేట్‌ చేసుకుంటుంది.,pos,happy,no,no
వీరిని చూసిన అభిమానులు కాస్త థ్రిల్‌ ఫీలవుతున్నారు.,pos,happy,no,no
‘ఆర్‌ ఎక్స్‌ 100 ‘ ఫేమ్‌ కార్తికేయ హీరోగా రూపొందుతోన్న చిత్రం ‘గుణ 369’ ఈ చిత్రం ఫస్ట్‌ లుక్‌ విడుదలైంది.,pos,no,no,no
సర్వత్రా పాజిటివ్‌ వైబ్రేషన్స్‌ కనిపిస్తున్నాయి అని అన్నారు.,pos,no,no,no
"సినిమా చాలా బాగా వస్తోంది, పాటలు కూడా వినగానే ఆకట్టుకునేలా ఉంటాయి.",pos,happy,no,no
కార్తికేయని కొత్త లుక్‌లో చూస్తారు.,pos,happy,no,no
"ఆర్‌ ఎక్స్‌ 100కూ, ఈ చిత్రంలో కార్తికేయ పాత్రకూ చాలా వైవిధ్యం ఉంటుంది’ అని చెప్పారు.",pos,happy,no,no
ఈమధ్య హ్యపీ మొబైల్స్‌కు బ్రాండ్‌ అంబాసిడర్‌గా ఎంపికయింది.,pos,no,no,no
ఈ సందర్భంగా మీడియాతో ముచ్చటించిన తమన్నా రిపోర్టర్ల ప్రశ్నలకు ఇంట్రెస్టింగ్‌ సమాధానాలు ఇచ్చింది.,pos,no,no,no
పవన్‌ కళ్యాణ్‌ జనసేన పార్టీ పెట్టారు కదా సపోర్ట్‌ చేస్తారా అని అడిగితే ”నాకు పాలిటిక్స్‌ గురించి అసలేమీ తెలియదు.,neg,sad,no,no
కొంచెం తెలిసినా సపోర్ట్‌ చేసేదాన్ని పవన్‌ కళ్యాణ్‌ గారు ఏ పని చేసినా నా వైపు నుండి బెస్ట్‌ విషెస్‌ ఎప్పుడూ ఉంటాయి.,pos,no,no,no
” తమన్నాను మీ పెళ్లి ఎప్పుడు అని అడిగితే మాత్రం కస్సుబుస్సులాడింది.,neg,no,no,no
"నాకది ఆశ్చర్యంగా ఉంది ఇతర హీరోయిన్లకు మంచి హస్బెండ్‌ దొరికాడు కాబట్టి త్వరగా పెళ్లయింది, అందరికీ అలా దొరకాలి కదా… మీ అందరి ఆశీస్సులతో నాకు మంచి హస్పెండ్‌ దొరుకుతాడని ఆశిస్తున్నాను.",pos,no,no,no
ఇలా చాలామందితో కలిసి పని చేసే అవకాశం రావడం నా అద _x005F_x007f_ష్టం” అని చెప్పింది.,pos,happy,no,no
‘సైరా’ సినిమా లో తన పాత్ర గురించి ఆడిగితే ”సైరా లో నాదొక కీలక పాత్ర.,pos,no,no,no
‘సైరా’లో చిరంజీవి గారితో పని చేయడం సంతోషంగా ఉంది.,pos,happy,no,no
‘బాహుబలి’లో నేను చేసిన పాత్రకు ఎంత మంచి పేరొచ్చిందో సైరాలో చేసే పాత్రకు కూడా మంచి గుర్తింపు వస్తుందనే నమ్మకం ఉంది” అంటూ ముగించింది.,pos,no,no,no
ఊహించని విధంగా తేజ్‌ ఐ లవ్‌ యు ఇచ్చిన షాక్‌తో సాయి ధరమ్‌ తేజ్‌తో పాటు అభిమానులు కూడా బాగా నిరాశ చెందారు.,neg,sad,no,no
కానీ ఆరు వరస డిజాస్టర్లు ఇచ్చిన హీరోగా సుప్రీమ్‌ హీరో మార్కెట్‌ బాగా డౌన్‌ అయ్యింది.,neg,sad,no,no
ఆ మేరకు అప్పుడు మీడియాలో తేజు బర్త్‌ డే సందర్భంగా యాడ్స్‌ కూడా ఇచ్చారు.,pos,happy,no,no
కానీ ఇప్పుడు దాని గురించి ఎటువంటి అప్‌ డేట్‌ బయటికి రావడం లేదు.,neg,no,no,no
విశ్వసనీయ సమాచారం మేరకు గోపిచంద్‌ మలినేని ప్రాజెక్ట్‌ ఇప్పట్లో తెరకెక్కే ఛాన్స్‌ లేదట.,neg,no,no,no
తేజు దీని గురించి ఎక్కడా మాట్లాడకపోవడం గోపిచంద్‌ మలినేని అసలు బయటే కనిపించకపోవడం అనుమానాలకు బలం చేకూరుస్తోంది.,neg,no,no,no
చేసేది ఎవరితో అయినా ఓ రేంజ్‌ బ్లాక్‌ బస్టర్‌ పడితే కానీ సాయి ధరమ్‌ తేజ్‌ పరిస్థితి మెరుగు పడేలా లేదు.,neg,no,no,no
మరోసారి భయపెట్టిస్తున్న అంజలి.,neg,fear,no,no
"ఇటీవల ఈ చిత్ర పోస్టర్‌ విడుదల కాగా, ఇందులో అంజలి లుక్‌ భయపెట్టించేదిగా ఉంది.",neg,fear,no,no
దేశంలోనే మొదటి సారిగా స్టీరియోస్కోపిక్‌ 3డీ ఫార్మాట్‌లో రూపొందుతున్న హార్రర్‌ పిక్చర్‌ ఇదే కావడం విశేషం.,pos,happy,no,no
